condition,pretrain_seed,finetune_seed,epoch,dataset,scheduler,global_batch,GPU_env,checkpoint_path,eval_path,AP@50,AP@25,AP@75,R50@300,R25@300,fcos_epochs,pretrain_save_name,run_name,source,git_hash,SM_MODE,SM_CONFIDENCE,SM_W_MIN,SM_TAU,SM_K,SM_STOP_GATE_GRAD,SM_RGB_MASK,SM_INPUT_RGB_CURRICULUM,PYR_MODE,PYR_SCALE,PYR_SCHEDULE,PYR_EPOCHS,PYR_ALPHA_POOL,PYR_RGB_POOL,PYR_UPSAMPLE,PYR_ALPHA_UPSAMPLE
alpha_only,,,10,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e10_fcos100_eval/eval.json,0.2422242761,0.6273885965,0.002082445426,0.4485294223,0.9264705777,100,nerfmae_alpha_only_p0.1_e10,nerfmae_alpha_only_p0.1_e10_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,,,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e30_epoch30_fcos100_eval/eval.json,0.2271159142,0.6278303862,0.02026223205,0.4411764741,0.9411764741,100,nerfmae_alpha_only_p0.1_e30,nerfmae_alpha_only_p0.1_e30_epoch30_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,,,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e30_fcos100_eval/eval.json,0.2092811614,0.60070014,0.008856842294,0.4264705777,0.9191176295,100,nerfmae_alpha_only_p0.1_e30,nerfmae_alpha_only_p0.1_e30_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,,1,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e30_epoch30_seed1_fcos100_eval/eval.json,0.1695298702,0.5977424979,0.0004091194423,0.375,0.9264705777,100,nerfmae_alpha_only_p0.1_e30,nerfmae_alpha_only_p0.1_e30_epoch30_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,,2,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e30_epoch30_seed2_fcos100_eval/eval.json,0.2092084438,0.6045953035,0.004541047383,0.3897058964,0.9338235259,100,nerfmae_alpha_only_p0.1_e30,nerfmae_alpha_only_p0.1_e30_epoch30_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,,3,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e30_epoch30_seed3_fcos100_eval/eval.json,0.1937556118,0.6286319494,0.003016591305,0.3970588148,0.9264705777,100,nerfmae_alpha_only_p0.1_e30,nerfmae_alpha_only_p0.1_e30_epoch30_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,1,1,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval/eval.json,0.4011622667,0.7941122055,0.04569965601,0.6470588446,0.9558823705,100,nerfmae_alpha_only_p0.1_e100_seed1,nerfmae_alpha_only_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,2,2,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e100_seed2_epoch100_sched_epoch_seed2_fcos100_eval/eval.json,0.3535423875,0.7891228795,0.03924848139,0.5735294223,0.9485294223,100,nerfmae_alpha_only_p0.1_e100_seed2,nerfmae_alpha_only_p0.1_e100_seed2_epoch100_sched_epoch_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_only,3,3,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_only_p0.1_e100_seed3_epoch100_sched_epoch_seed3_fcos100_eval/eval.json,0.3775027692,0.7922850251,0.03321898729,0.625,0.9558823705,100,nerfmae_alpha_only_p0.1_e100_seed3,nerfmae_alpha_only_p0.1_e100_seed3_epoch100_sched_epoch_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_shuffle,1,1,30,front3d,,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_shuffle_p0.1_e30_seed1_epoch30_seed1_fcos100_eval/eval.json,0.1969556063,0.6281291842,0.002450980479,0.3529411852,0.9558823705,100,nerfmae_alpha_shuffle_p0.1_e30_seed1,nerfmae_alpha_shuffle_p0.1_e30_seed1_epoch30_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_shuffle,1,1,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_shuffle_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval/eval.json,0.3529767394,0.7013976574,0.06076555327,0.5735294223,0.9632353187,100,nerfmae_alpha_shuffle_p0.1_e100_seed1,nerfmae_alpha_shuffle_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,30,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e30_seed1_epoch30_sched_epoch_seed1_fcos100_eval/eval.json,0.3649908304,0.7531675696,0.02261725254,0.5808823705,0.9632353187,100,nerfmae_alpha_target_only_p0.1_e30_seed1,nerfmae_alpha_target_only_p0.1_e30_seed1_epoch30_sched_epoch_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,2,2,30,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e30_seed2_epoch30_sched_epoch_seed2_fcos100_eval/eval.json,0.4111170769,0.753806591,0.03876595572,0.6102941036,0.9558823705,100,nerfmae_alpha_target_only_p0.1_e30_seed2,nerfmae_alpha_target_only_p0.1_e30_seed2_epoch30_sched_epoch_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,3,3,30,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e30_seed3_epoch30_sched_epoch_seed3_fcos100_eval/eval.json,0.3886598051,0.7503516078,0.02325988188,0.6323529482,0.9485294223,100,nerfmae_alpha_target_only_p0.1_e30_seed3,nerfmae_alpha_target_only_p0.1_e30_seed3_epoch30_sched_epoch_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_pt01_seed1_fcos100_eval/eval.json,0.0746774748,0.4645696878,4.318908032e-05,0.2867647111,0.8970588446,100,nerfmae_alpha_target_only_p0.1_e100_seed1,nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_pt01_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_pt02_seed1_fcos100_eval/eval.json,0.1909780502,0.5728234649,0,0.404411763,0.8970588446,100,nerfmae_alpha_target_only_p0.1_e100_seed1,nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_pt02_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval/eval.json,0.3992772102,0.7726404071,0.02957816422,0.6102941036,0.9558823705,100,nerfmae_alpha_target_only_p0.1_e100_seed1,nerfmae_alpha_target_only_p0.1_e100_seed1_epoch100_sched_epoch_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,2,2,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e100_seed2_epoch100_sched_epoch_seed2_fcos100_eval/eval.json,0.4815259874,0.7643888593,0.01473048422,0.6617646813,0.9558823705,100,nerfmae_alpha_target_only_p0.1_e100_seed2,nerfmae_alpha_target_only_p0.1_e100_seed2_epoch100_sched_epoch_seed2_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,3,3,100,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p0.1_e100_seed3_epoch100_sched_epoch_seed3_fcos100_eval/eval.json,0.429562062,0.7705959678,0.04351386055,0.6323529482,0.9485294223,100,nerfmae_alpha_target_only_p0.1_e100_seed3,nerfmae_alpha_target_only_p0.1_e100_seed3_epoch100_sched_epoch_seed3_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,1200,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_eval/eval.json,0.4251146615,0.7631344199,0.04724784568,0.625,0.9411764741,1000,nerfmae_alpha_target_only_p1.0_e1200_seed1,nerfmae_alpha_target_only_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only,1,1,1200,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_only_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_resume_from785_eval/eval.json,0.4602350593,0.7198333144,0.07286515832,0.6323529482,0.9264705777,1000,nerfmae_alpha_target_only_p1.0_e1200_seed1,nerfmae_alpha_target_only_p1.0_e1200_seed1_epoch1200_sched_epoch_seed1_fcos1000_resume_from785_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only_coord_jitter,1,1,100,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_target_only_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_target_only_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.4953578413,0.7887663245,0.06215588376,0.6323529482,0.9411764741,1000,nerfmae_alpha_target_only_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0,nerfmae_alpha_target_only_coord_jitter_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_only_no_pos,1,1,100,front3d,onecycle_epoch,16,ABCI3_1n8g_gb16_det0,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_mae/results/nerfmae_alpha_target_only_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0/epoch_100.pt,/groups/gag51404/ide/vgi/NeRF-MAE/output/nerf_rpn/results/nerfmae_alpha_target_only_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval/eval.json,0.4015451074,0.7394335866,0.07254751027,0.5955882072,0.9338235259,1000,nerfmae_alpha_target_only_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0,nerfmae_alpha_target_only_no_pos_p1.0_e100_seed1_abci3diag_opt1n8g_det0_epoch100_sched_epoch_seed1_fcos1000_eval,output,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
alpha_target_shuffle,1,1,30,front3d,onecycle_epoch,,historical,,/groups/gag51404/ide/vgi/NeRF-MAE/results/shortcut_probe_artifacts/eval/nerfmae_alpha_target_shuffle_p0.1_e30_seed1_epoch30_sched_epoch_seed1_fcos100_eval/eval.json,0.2888383567,0.7394817472,0.02188835852,0.5073529482,0.9411764741,100,nerfmae_alpha_target_shuffle_p0.1_e30_seed1,nerfmae_alpha_target_shuffle_p0.1_e30_seed1_epoch30_sched_epoch_seed1_fcos100_eval,shortcut_probe_artifacts,3a445ee39b859b0fc34aa4306e73ef1758c91c79,,,,,,,,,,,,,,,,
