arm,stage,target,balanced_ap,auroc,acc_at_logit0,n,pos_frac,train_n,train_pos_frac,val_n,val_pos_frac
cosine_e300,0,occupancy,0.9952179784345357,0.9943467122316361,0.9679931640625,81920,0.5,124928,0.5,81920,0.5
cosine_e300,0,shell,0.9679688707615777,0.9670543497800828,0.90296630859375,81920,0.5,124928,0.5,81920,0.5
cosine_e300,1,objectness,0.651384925452995,0.8412123862062625,0.7916399078236561,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
cosine_e300,1,occupancy,0.9944997896712569,0.9908589932012141,0.9555488812133954,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
cosine_e300,1,shell,0.9892514739955572,0.9843607925359389,0.9290076779897627,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
cosine_e300,2,objectness,0.5180432182635109,0.8391812451529581,0.8248148148148148,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
cosine_e300,2,occupancy,0.9971165100465109,0.9848222807960163,0.9265740740740741,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
cosine_e300,2,shell,0.9959061674910862,0.9826951790029419,0.9308333333333333,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
linear_e300,0,objectness,0.8169640223963431,0.8240617229470376,0.756581662643671,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
linear_e300,0,occupancy,0.9931248003235205,0.9917132532596589,0.96044921875,81920,0.5,124928,0.5,81920,0.5
linear_e300,0,shell,0.9588546420640398,0.9590264415740967,0.89219970703125,81920,0.5,124928,0.5,81920,0.5
linear_e300,1,objectness,0.6398719583828452,0.8369500050857537,0.728646443277549,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
linear_e300,1,occupancy,0.9934903947138133,0.9891718449769176,0.9478450217750413,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
linear_e300,1,shell,0.9869389712793148,0.9807836706875005,0.9260411819450908,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
linear_e300,2,objectness,0.5496017359636333,0.8253418654265899,0.8684259259259259,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
linear_e300,2,occupancy,0.9966346871179811,0.9821292958700628,0.9174074074074074,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
linear_e300,2,shell,0.9961518662985863,0.983356975215707,0.8790740740740741,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
w05_e300,0,objectness,0.8163287551067788,0.8213386187208711,0.7566942231449404,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
w05_e300,0,occupancy,0.9906000898991832,0.9888881510496139,0.948583984375,81920,0.5,124928,0.5,81920,0.5
w05_e300,0,shell,0.9487319971253637,0.947726114988327,0.8728271484375,81920,0.5,124928,0.5,81920,0.5
w05_e300,1,objectness,0.5996469806880087,0.8132039551025757,0.7466661629707982,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
w05_e300,1,occupancy,0.9902435086586262,0.9833529572887963,0.9301997296891426,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
w05_e300,1,shell,0.9830230918596287,0.9753971643235795,0.9178251512331317,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
w05_e300,2,objectness,0.4040968476200171,0.7737214974785294,0.8484259259259259,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
w05_e300,2,occupancy,0.9959630901146822,0.9789273490783904,0.9378703703703704,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
w05_e300,2,shell,0.9935780964290994,0.9732668856622532,0.9275925925925926,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
occupancy_only_e300,0,objectness,0.7802298754518474,0.7773179554977787,0.7128081343722251,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
occupancy_only_e300,0,occupancy,0.931981730005367,0.9151220494508743,0.84017333984375,81920,0.5,124928,0.5,81920,0.5
occupancy_only_e300,0,shell,0.659050548402978,0.7186569935083389,0.66790771484375,81920,0.5,124928,0.5,81920,0.5
occupancy_only_e300,1,objectness,0.44339926420361125,0.7119790097744273,0.740716255524914,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
occupancy_only_e300,1,occupancy,0.8072356666420126,0.752115572822195,0.6644391049707163,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
occupancy_only_e300,1,shell,0.7204058228522319,0.7047407034358254,0.6681596091205212,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
occupancy_only_e300,2,objectness,0.18548286878752301,0.5556706637172166,0.6459259259259259,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
occupancy_only_e300,2,occupancy,0.8857211028518146,0.6144941683751154,0.7632407407407408,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
occupancy_only_e300,2,shell,0.759086895381872,0.396047335389154,0.8075,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
shuffle_e300,0,objectness,0.7776227190054065,0.7719338837362489,0.714746676338532,79957,0.4877246618270874,124928,0.5,79957,0.4877246618270874
shuffle_e300,0,occupancy,0.9776602092690118,0.9729435825347901,0.916162109375,81920,0.5,124928,0.5,81920,0.5
shuffle_e300,0,shell,0.806162170466802,0.8387674456834793,0.76932373046875,81920,0.5,124928,0.5,81920,0.5
shuffle_e300,1,objectness,0.5795743323825507,0.8039527940185017,0.7813456235125231,52942,0.22632314264774323,117584,0.4687712490558624,52942,0.22632314264774323
shuffle_e300,1,occupancy,0.9785354501608325,0.9645272566147471,0.8945186965009762,66590,0.5927316546440125,124783,0.5005810260772705,66590,0.5927316546440125
shuffle_e300,1,shell,0.942433518281765,0.9293319261662271,0.8300663099115868,68768,0.5694800019264221,124768,0.5006411671638489,68768,0.5694800019264221
shuffle_e300,2,objectness,0.38739284659069206,0.7534169102028441,0.7057407407407408,10800,0.14694444835186005,64332,0.1650189608335495,10800,0.14694444835186005
shuffle_e300,2,occupancy,0.9830860412520908,0.9252630242213197,0.9016666666666666,10800,0.8364814519882202,66144,0.7903816103935242,10800,0.8364814519882202
shuffle_e300,2,shell,0.9699099304956447,0.894680364121942,0.8455555555555555,10800,0.8075000047683716,66752,0.7622992396354675,10800,0.8075000047683716
